"season","game_type","week","gameday","away_team","away_score","home_team","home_score","location","overtime","winner","loser","away_offensive_epa","away_passing_epa","away_rushing_epa","away_defensive_epa","away_defensive_pass_epa","away_defensive_rush_epa","home_offensive_epa","home_passing_epa","home_rushing_epa","home_defensive_epa","home_defensive_pass_epa","home_defensive_rush_epa"
2006,"WC",18,"2007-01-06","KC",8,"IND",23,"Home",0,"IND","KC",0.00528943990175711,0.0324760415733443,-0.0501995393292865,-0.00775352188189303,0.023337176883823,-0.0602936253820466,0.11476315914917,0.293241390592103,-0.0434247093877121,0.0635620847277935,0.0560216844202415,0.0817076068640582
2006,"WC",18,"2007-01-06","DAL",20,"SEA",21,"Home",0,"SEA","DAL",0.0564006632858683,0.143173276474247,-0.021197962302021,-0.00694566598229332,0.0340888207156544,-0.0749203448147556,-0.0527759587088665,-0.0288130697950115,-0.13023193032159,-0.0472825832941586,-0.00150596306980918,-0.0768688321926246
2006,"WC",18,"2007-01-07","NYJ",16,"NE",37,"Home",0,"NE","NYJ",0.0100220407667783,0.0565749878298595,-0.109842614787778,-0.00818209310559241,-0.0485285535445291,0.0234950379224349,0.0371380799011578,0.120911378338017,-0.00743602676176175,-0.0849839108698926,-0.0602317087268352,-0.153677467092683
2006,"WC",18,"2007-01-07","NYG",20,"PHI",23,"Home",0,"PHI","NYG",-0.026152611308395,-0.0190200331290649,-0.0191462820813324,-0.022505597282193,0.0315754498849859,-0.127062273637345,0.0168802024480236,0.118742364965241,-0.0491908824443273,-0.0381053139861702,-0.0589871600985016,-0.0796266454509434
2006,"DIV",19,"2007-01-13","IND",15,"BAL",6,"Home",0,"IND","BAL",0.11476315914917,0.293241390592103,-0.0434247093877121,0.0635620847277935,0.0560216844202415,0.0817076068640582,-0.019385997588087,0.105983250581753,-0.175562735200931,-0.152529073912736,-0.190807849667837,-0.262430588090085
2006,"DIV",19,"2007-01-13","PHI",24,"NO",27,"Home",0,"NO","PHI",0.0168802024480236,0.118742364965241,-0.0491908824443273,-0.0381053139861702,-0.0589871600985016,-0.0796266454509434,0.0480892928140082,0.160270158955614,-0.0488878662670312,-0.0280819695954076,-0.00611308946552092,-0.0665085251649865
2006,"DIV",19,"2007-01-14","SEA",24,"CHI",27,"Home",1,"CHI","SEA",-0.0527759587088665,-0.0288130697950115,-0.13023193032159,-0.0472825832941586,-0.00150596306980918,-0.0768688321926246,-0.0235888726935309,-0.0393482216047438,-0.0541036911405483,-0.160128508666998,-0.178215333614372,-0.168645975427601
2006,"DIV",19,"2007-01-14","NE",24,"SD",21,"Home",0,"NE","SD",0.0371380799011578,0.120911378338017,-0.00743602676176175,-0.0849839108698926,-0.0602317087268352,-0.153677467092683,NA,NA,NA,NA,NA,NA
2006,"CON",20,"2007-01-21","NO",14,"CHI",39,"Home",0,"CHI","NO",0.0480892928140082,0.160270158955614,-0.0488878662670312,-0.0280819695954076,-0.00611308946552092,-0.0665085251649865,-0.0235888726935309,-0.0393482216047438,-0.0541036911405483,-0.160128508666998,-0.178215333614372,-0.168645975427601
2006,"CON",20,"2007-01-21","NE",34,"IND",38,"Home",0,"IND","NE",0.0371380799011578,0.120911378338017,-0.00743602676176175,-0.0849839108698926,-0.0602317087268352,-0.153677467092683,0.11476315914917,0.293241390592103,-0.0434247093877121,0.0635620847277935,0.0560216844202415,0.0817076068640582
2006,"SB",21,"2007-02-04","IND",29,"CHI",17,"Neutral",0,"IND","CHI",0.11476315914917,0.293241390592103,-0.0434247093877121,0.0635620847277935,0.0560216844202415,0.0817076068640582,-0.0235888726935309,-0.0393482216047438,-0.0541036911405483,-0.160128508666998,-0.178215333614372,-0.168645975427601
2007,"WC",18,"2008-01-05","WAS",14,"SEA",35,"Home",0,"SEA","WAS",-0.0251739230106401,0.0867274072629438,-0.198718066246901,-0.0450716546660593,-0.00872269684738587,-0.118879520776898,0.00213665661103102,0.106633229755226,-0.157553774528386,-0.082996229546531,-0.085582549846071,-0.177919865984406
2007,"WC",18,"2008-01-05","JAX",31,"PIT",29,"Home",0,"JAX","PIT",0.0826524494647254,0.191257439307246,0.016763366594134,-0.0150227568743658,-0.0142589269422346,-0.0741047825310649,0.0659205239954766,0.19984156288237,-0.0995811071806246,-0.045987581177566,-0.0654562844479722,-0.132825544683914
2007,"WC",18,"2008-01-06","NYG",24,"TB",14,"Home",0,"NYG","TB",-0.0124956929864908,-0.0624471799881657,-0.00808477424685921,-0.0311958287306345,-0.00764528964578138,-0.150026311513799,-0.0153743456290972,0.0596281389108593,-0.100138734415607,-0.0761793363386369,-0.0800223952635927,-0.120350007985894
2007,"WC",18,"2008-01-06","TEN",6,"SD",17,"Home",0,"SD","TEN",-0.041688927731525,-0.00295615716232516,-0.138820527814494,-0.0502521327755579,-0.0767023641722662,-0.0780759611714739,NA,NA,NA,NA,NA,NA
2007,"DIV",19,"2008-01-12","SEA",20,"GB",42,"Home",0,"GB","SEA",0.00213665661103102,0.106633229755226,-0.157553774528386,-0.082996229546531,-0.085582549846071,-0.177919865984406,0.0804355114594012,0.183504270857044,-0.109088068855484,-0.0421084461781158,-0.026309578280323,-0.0845781664533483
2007,"DIV",19,"2008-01-12","JAX",20,"NE",31,"Home",0,"NE","JAX",0.0826524494647254,0.191257439307246,0.016763366594134,-0.0150227568743658,-0.0142589269422346,-0.0741047825310649,0.213978785416016,0.422303566354676,0.0038006161487927,-0.0436476536470263,-0.11884932599189,-0.0110444804910475
2007,"DIV",19,"2008-01-13","SD",28,"IND",24,"Home",0,"SD","IND",NA,NA,NA,NA,NA,NA,0.104281505962248,0.223492599896582,0.0254512466627146,-0.0550367250601953,-0.0710583859154875,-0.107521617313435
2007,"DIV",19,"2008-01-13","NYG",21,"DAL",17,"Home",0,"NYG","DAL",-0.0124956929864908,-0.0624471799881657,-0.00808477424685921,-0.0311958287306345,-0.00764528964578138,-0.150026311513799,0.094741193482909,0.227554284763305,-0.0708226685311762,-0.0131837921798857,-0.00144629242283325,-0.110792467222517
2007,"CON",20,"2008-01-20","SD",12,"NE",21,"Home",0,"NE","SD",NA,NA,NA,NA,NA,NA,0.213978785416016,0.422303566354676,0.0038006161487927,-0.0436476536470263,-0.11884932599189,-0.0110444804910475
2007,"CON",20,"2008-01-20","NYG",23,"GB",20,"Home",1,"NYG","GB",-0.0124956929864908,-0.0624471799881657,-0.00808477424685921,-0.0311958287306345,-0.00764528964578138,-0.150026311513799,0.0804355114594012,0.183504270857044,-0.109088068855484,-0.0421084461781158,-0.026309578280323,-0.0845781664533483
2007,"SB",21,"2008-02-03","NYG",17,"NE",14,"Neutral",0,"NYG","NE",-0.0124956929864908,-0.0624471799881657,-0.00808477424685921,-0.0311958287306345,-0.00764528964578138,-0.150026311513799,0.213978785416016,0.422303566354676,0.0038006161487927,-0.0436476536470263,-0.11884932599189,-0.0110444804910475
2008,"WC",18,"2009-01-03","ATL",24,"ARI",30,"Home",0,"ARI","ATL",0.0667827172590177,0.163411570168361,-0.020992997334507,0.0108820221999891,0.0501498073241428,-0.0425967586659924,0.0315736237166772,0.137555126207143,-0.135997020806245,0.0253831638939825,0.101994374469191,-0.077764230839615
2008,"WC",18,"2009-01-03","IND",17,"SD",23,"Home",1,"SD","IND",0.0836911960887269,0.231287830181168,-0.0840074180793366,0.0184295497592508,-0.00360934305580368,-0.0219210597817246,NA,NA,NA,NA,NA,NA
2008,"WC",18,"2009-01-04","BAL",27,"MIA",9,"Home",0,"BAL","MIA",-0.0222758788421535,-0.00530188353163471,-0.0271619941231422,-0.156700647308642,-0.206594766714838,-0.236121950262972,0.0577868569582738,0.18141095397601,-0.0386338673226502,0.038856034408242,0.0315957528385334,-0.0300157901482236
2008,"WC",18,"2009-01-04","PHI",26,"MIN",14,"Home",0,"PHI","MIN",0.000202415287276483,0.0392752234682236,-0.0553764907872235,-0.100481608020399,-0.171629825234155,-0.138274940741507,-0.0489084783494541,-0.00119093176365451,-0.0811666863223341,-0.0880406756161386,-0.0398384830181048,-0.227236763347318
