"season","game_type","week","gameday","away_team","away_score","home_team","home_score","location","overtime","winner","loser","away_offensive_epa","away_passing_epa","away_rushing_epa","away_defensive_epa","away_defensive_pass_epa","away_defensive_rush_epa","home_offensive_epa","home_passing_epa","home_rushing_epa","home_defensive_epa","home_defensive_pass_epa","home_defensive_rush_epa"
2008,"DIV",19,"2009-01-10","BAL",13,"TEN",10,"Home",0,"BAL","TEN",-0.0222758788421535,-0.00530188353163471,-0.0271619941231422,-0.156700647308642,-0.206594766714838,-0.236121950262972,0.00348087647509948,0.0390592577972652,-0.0443604590411146,-0.108474232865385,-0.132799616409093,-0.0887616951213342
2008,"DIV",19,"2009-01-10","ARI",33,"CAR",13,"Home",0,"ARI","CAR",0.0315736237166772,0.137555126207143,-0.135997020806245,0.0253831638939825,0.101994374469191,-0.077764230839615,0.0475010332784005,0.0727124653395487,0.0609763140393348,-0.0256384542074135,-0.0255263123266906,-0.0441612640426718
2008,"DIV",19,"2009-01-11","PHI",23,"NYG",11,"Home",0,"PHI","NYG",0.000202415287276483,0.0392752234682236,-0.0553764907872235,-0.100481608020399,-0.171629825234155,-0.138274940741507,0.0883328517323802,0.129085660656598,0.0505377492354915,-0.0225791009904029,-0.0245353286329842,-0.102574953220467
2008,"DIV",19,"2009-01-11","SD",24,"PIT",35,"Home",0,"PIT","SD",NA,NA,NA,NA,NA,NA,-0.0258919870969887,0.0204241218935644,-0.102624564656534,-0.13493059110861,-0.195495848472996,-0.181993213021648
2008,"CON",20,"2009-01-18","PHI",25,"ARI",32,"Home",0,"ARI","PHI",0.000202415287276483,0.0392752234682236,-0.0553764907872235,-0.100481608020399,-0.171629825234155,-0.138274940741507,0.0315736237166772,0.137555126207143,-0.135997020806245,0.0253831638939825,0.101994374469191,-0.077764230839615
2008,"CON",20,"2009-01-18","BAL",14,"PIT",23,"Home",0,"PIT","BAL",-0.0222758788421535,-0.00530188353163471,-0.0271619941231422,-0.156700647308642,-0.206594766714838,-0.236121950262972,-0.0258919870969887,0.0204241218935644,-0.102624564656534,-0.13493059110861,-0.195495848472996,-0.181993213021648
2008,"SB",21,"2009-02-01","PIT",27,"ARI",23,"Neutral",0,"PIT","ARI",-0.0258919870969887,0.0204241218935644,-0.102624564656534,-0.13493059110861,-0.195495848472996,-0.181993213021648,0.0315736237166772,0.137555126207143,-0.135997020806245,0.0253831638939825,0.101994374469191,-0.077764230839615
2009,"WC",18,"2010-01-09","NYJ",24,"CIN",14,"Home",0,"NYJ","CIN",-0.0488939524287395,-0.151333669288038,0.0113944209257841,-0.146965205726107,-0.220648116147914,-0.10290855953082,-0.0364274374418256,0.0357362192932648,-0.0792482589499559,-0.0513998027582698,-0.0425422980799979,-0.0897831583605332
2009,"WC",18,"2010-01-09","PHI",14,"DAL",34,"Home",0,"DAL","PHI",0.0236251920703297,0.0894223361793771,-0.028478198794859,-0.0492033527837891,-0.0364099579191963,-0.142276944496512,0.0510167230940361,0.176110979943132,-0.0388440600603195,-0.0413919776335112,0.0206899340943397,-0.146007816122649
2009,"WC",18,"2010-01-10","BAL",33,"NE",14,"Home",0,"BAL","NE",0.0441685922059646,0.0781577785156047,0.0315317376978889,-0.061723551065134,-0.0460735207937742,-0.146215187181974,0.07562961116394,0.220762288381009,-0.0332243810448907,-0.0383361993763274,0.00893553573600529,-0.0903461512860244
2009,"WC",18,"2010-01-10","GB",45,"ARI",51,"Home",1,"ARI","GB",0.0636541616624742,0.213407139902196,-0.0183220096643304,-0.0813306479746979,-0.0914311713912272,-0.242333842558733,-0.00843756844161668,0.0373507702896935,-0.142919566507323,-0.0483657989050414,-0.0345036265205327,-0.0628369265033975
2009,"DIV",19,"2010-01-16","ARI",14,"NO",45,"Home",0,"NO","ARI",-0.00843756844161668,0.0373507702896935,-0.142919566507323,-0.0483657989050414,-0.0345036265205327,-0.0628369265033975,0.0960779991638603,0.229267318474634,-0.0284470146470984,-0.0390727467259651,-0.0979594447226666,0.025391808461804
2009,"DIV",19,"2010-01-16","BAL",3,"IND",20,"Home",0,"IND","BAL",0.0441685922059646,0.0781577785156047,0.0315317376978889,-0.061723551065134,-0.0460735207937742,-0.146215187181974,0.080663797259217,0.238809271807805,-0.0798132487876528,-0.0107141031947521,-0.0253990257821544,-0.0481776993424332
2009,"DIV",19,"2010-01-17","DAL",3,"MIN",34,"Home",0,"MIN","DAL",0.0510167230940361,0.176110979943132,-0.0388440600603195,-0.0413919776335112,0.0206899340943397,-0.146007816122649,0.0706716054749886,0.238782743768508,-0.131446511437634,-0.0598463838037099,0.00352657819122847,-0.217064778738019
2009,"DIV",19,"2010-01-17","NYJ",17,"SD",14,"Home",0,"NYJ","SD",-0.0488939524287395,-0.151333669288038,0.0113944209257841,-0.146965205726107,-0.220648116147914,-0.10290855953082,NA,NA,NA,NA,NA,NA
2009,"CON",20,"2010-01-24","NYJ",17,"IND",30,"Home",0,"IND","NYJ",-0.0488939524287395,-0.151333669288038,0.0113944209257841,-0.146965205726107,-0.220648116147914,-0.10290855953082,0.080663797259217,0.238809271807805,-0.0798132487876528,-0.0107141031947521,-0.0253990257821544,-0.0481776993424332
2009,"CON",20,"2010-01-24","MIN",28,"NO",31,"Home",1,"NO","MIN",0.0706716054749886,0.238782743768508,-0.131446511437634,-0.0598463838037099,0.00352657819122847,-0.217064778738019,0.0960779991638603,0.229267318474634,-0.0284470146470984,-0.0390727467259651,-0.0979594447226666,0.025391808461804
2009,"SB",21,"2010-02-07","NO",31,"IND",17,"Neutral",0,"NO","IND",0.0960779991638603,0.229267318474634,-0.0284470146470984,-0.0390727467259651,-0.0979594447226666,0.025391808461804,0.080663797259217,0.238809271807805,-0.0798132487876528,-0.0107141031947521,-0.0253990257821544,-0.0481776993424332
2010,"WC",18,"2011-01-08","NO",36,"SEA",41,"Home",0,"SEA","NO",0.038319357899408,0.121109112682972,-0.116746748724723,-0.0221605342684838,0.0178214647805158,-0.131718703224155,-0.0645443635542845,-0.0681718406266943,-0.193700211826075,0.0126982063796963,0.110791762486741,-0.0699783854303608
2010,"WC",18,"2011-01-08","NYJ",17,"IND",16,"Home",0,"NYJ","IND",0.0040401902503236,0.0167532720696278,-0.0560280400588071,-0.0499132997325031,0.0288142249573676,-0.234974635789135,0.0754096157141678,0.181543682233186,-0.0670433520773351,0.0446209804537285,0.0519097943690127,-0.0437947673200596
2010,"WC",18,"2011-01-09","BAL",30,"KC",7,"Home",0,"BAL","KC",0.0320849210837444,0.132878030272495,-0.102001141190825,-0.03864972012864,0.000328114774541302,-0.137531987156705,0.0175347289461209,0.0946561452117531,-0.0312844235372346,-0.015332418862647,0.0127219962496037,-0.100634777992567
2010,"WC",18,"2011-01-09","GB",21,"PHI",16,"Home",0,"GB","PHI",0.0591090997888292,0.185978161127031,-0.117206993272196,-0.0657313816203987,-0.0927769374435203,-0.146471509008944,0.0689064983740278,0.103437076487062,0.0284653677228575,0.014114425991827,0.0893993891818367,-0.143084790930059
2010,"DIV",19,"2011-01-15","BAL",24,"PIT",31,"Home",0,"PIT","BAL",0.0320849210837444,0.132878030272495,-0.102001141190825,-0.03864972012864,0.000328114774541302,-0.137531987156705,0.0343876644417533,0.166101220656136,-0.120886902780066,-0.0872858311309526,-0.0916056842064958,-0.188013267399252
2010,"DIV",19,"2011-01-15","GB",48,"ATL",21,"Home",0,"GB","ATL",0.0591090997888292,0.185978161127031,-0.117206993272196,-0.0657313816203987,-0.0927769374435203,-0.146471509008944,0.0575828173273739,0.1622617672813,-0.065926475613429,-0.043478135357776,0.0140469925055673,-0.147164487816766
2010,"DIV",19,"2011-01-16","SEA",24,"CHI",35,"Home",0,"CHI","SEA",-0.0645443635542845,-0.0681718406266943,-0.193700211826075,0.0126982063796963,0.110791762486741,-0.0699783854303608,-0.0739356503609885,-0.0525844481920767,-0.165855619205542,-0.10851462793228,-0.0684795779470514,-0.178939004261252
2010,"DIV",19,"2011-01-16","NYJ",28,"NE",21,"Home",0,"NYJ","NE",0.0040401902503236,0.0167532720696278,-0.0560280400588071,-0.0499132997325031,0.0288142249573676,-0.234974635789135,0.161080502639495,0.262601534098854,0.0955152955942368,-0.00798448314268483,0.0213068070318347,-0.0736122823127932
2010,"CON",20,"2011-01-23","GB",21,"CHI",14,"Home",0,"GB","CHI",0.0591090997888292,0.185978161127031,-0.117206993272196,-0.0657313816203987,-0.0927769374435203,-0.146471509008944,-0.0739356503609885,-0.0525844481920767,-0.165855619205542,-0.10851462793228,-0.0684795779470514,-0.178939004261252
2010,"CON",20,"2011-01-23","NYJ",19,"PIT",24,"Home",0,"PIT","NYJ",0.0040401902503236,0.0167532720696278,-0.0560280400588071,-0.0499132997325031,0.0288142249573676,-0.234974635789135,0.0343876644417533,0.166101220656136,-0.120886902780066,-0.0872858311309526,-0.0916056842064958,-0.188013267399252
2010,"SB",21,"2011-02-06","PIT",25,"GB",31,"Neutral",0,"GB","PIT",0.0343876644417533,0.166101220656136,-0.120886902780066,-0.0872858311309526,-0.0916056842064958,-0.188013267399252,0.0591090997888292,0.185978161127031,-0.117206993272196,-0.0657313816203987,-0.0927769374435203,-0.146471509008944
2011,"WC",18,"2012-01-07","CIN",10,"HOU",31,"Home",0,"HOU","CIN",-0.0349054258775497,0.00357961039678525,-0.0798116443548047,-0.0537591707419539,-0.0073764651279385,-0.11229352005921,-0.000175124612338823,0.116002687833519,-0.0678483223106537,-0.0889476480683846,-0.087282083711106,-0.145090691825934
2011,"WC",18,"2012-01-07","DET",28,"NO",45,"Home",0,"NO","DET",0.00935612941601491,0.102076424179341,-0.104203885620859,-0.0453263017683659,-0.0550680365921018,-0.0779708224435988,0.153400563071586,0.306738802991088,0.0119090185302443,-0.015973784132023,0.0291601236525773,-0.0896239194271969
2011,"WC",18,"2012-01-08","ATL",2,"NYG",24,"Home",0,"NYG","ATL",0.0169132018910939,0.130047290552126,-0.08883613368833,-0.0258456189687728,0.0401375741733553,-0.167321689095751,0.0422080792399004,0.163921627744458,-0.13078506687774,0.0474695359531805,0.125778439855124,-0.0424755071549232
2011,"WC",18,"2012-01-08","PIT",23,"DEN",29,"Home",1,"DEN","PIT",0.0246023715490867,0.133974392614716,-0.0647615753315357,-0.059485561295359,-0.0499347500413984,-0.107736311699335,-0.0696934764992887,-0.101983819099071,-0.0743360115021405,-0.00448384548245816,0.0688885950813165,-0.0823612230902672
2011,"DIV",19,"2012-01-14","NO",32,"SF",36,"Home",0,"SF","NO",0.153400563071586,0.306738802991088,0.0119090185302443,-0.015973784132023,0.0291601236525773,-0.0896239194271969,0.0105943519082968,0.0614422205027005,-0.0912373317685045,-0.12146887433828,-0.0663043196731022,-0.229585871000586
2011,"DIV",19,"2012-01-14","DEN",10,"NE",45,"Home",0,"NE","DEN",-0.0696934764992887,-0.101983819099071,-0.0743360115021405,-0.00448384548245816,0.0688885950813165,-0.0823612230902672,0.174504603601745,0.301179165961694,0.0240284897433984,0.0449004938164896,0.137863490720806,-0.0780255625064065
2011,"DIV",19,"2012-01-15","HOU",13,"BAL",20,"Home",0,"BAL","HOU",-0.000175124612338823,0.116002687833519,-0.0678483223106537,-0.0889476480683846,-0.087282083711106,-0.145090691825934,-0.00181628722670199,0.110283975773458,-0.0546343751388238,-0.0918435192409859,-0.110505138183154,-0.149558154221638
2011,"DIV",19,"2012-01-15","NYG",37,"GB",20,"Home",0,"NYG","GB",0.0422080792399004,0.163921627744458,-0.13078506687774,0.0474695359531805,0.125778439855124,-0.0424755071549232,0.175457658155392,0.403356828783824,-0.113793763042792,0.0130219704701222,0.045779448762334,0.0172367665329099
2011,"CON",20,"2012-01-22","BAL",20,"NE",23,"Home",0,"NE","BAL",-0.00181628722670199,0.110283975773458,-0.0546343751388238,-0.0918435192409859,-0.110505138183154,-0.149558154221638,0.174504603601745,0.301179165961694,0.0240284897433984,0.0449004938164896,0.137863490720806,-0.0780255625064065
2011,"CON",20,"2012-01-22","NYG",20,"SF",17,"Home",1,"NYG","SF",0.0422080792399004,0.163921627744458,-0.13078506687774,0.0474695359531805,0.125778439855124,-0.0424755071549232,0.0105943519082968,0.0614422205027005,-0.0912373317685045,-0.12146887433828,-0.0663043196731022,-0.229585871000586
2011,"SB",21,"2012-02-05","NYG",21,"NE",17,"Neutral",0,"NYG","NE",0.0422080792399004,0.163921627744458,-0.13078506687774,0.0474695359531805,0.125778439855124,-0.0424755071549232,0.174504603601745,0.301179165961694,0.0240284897433984,0.0449004938164896,0.137863490720806,-0.0780255625064065
2012,"WC",18,"2013-01-05","CIN",13,"HOU",19,"Home",0,"HOU","CIN",0.0114189524887839,0.018531934953976,-0.0338091653244722,-0.0449459246602826,-0.0397629506435093,-0.0836099728821429,0.0331597869974251,0.163466814571292,-0.0457606443149239,-0.0360979778255023,-0.0420780454879801,-0.148759920608773
2012,"WC",18,"2013-01-05","MIN",10,"GB",24,"Home",0,"GB","MIN",0.0266970812178642,0.0300375802614165,-0.0103915774313183,-0.00131556219878173,0.11202608397097,-0.158065971935825,0.0708482659702902,0.220263107335215,-0.111222396692124,-0.00388855263541171,0.0352258729083873,-0.0523314458002201
2012,"WC",18,"2013-01-06","IND",9,"BAL",24,"Home",0,"BAL","IND",0.0196286492281277,0.0931073908082428,-0.0737628384362286,0.0475799549310677,0.124352292456122,0.00499974404933887,0.0484911433118283,0.0719473279513659,-0.0425109040707354,0.0100807148981778,0.0558966151919502,-0.0912522358197154
2012,"WC",18,"2013-01-06","SEA",24,"WAS",14,"Home",0,"SEA","WAS",0.0928531700936961,0.213033480082902,-0.0047552460779154,-0.0508434578120491,-0.0434110146735411,-0.0738047378162066,0.083161668775555,0.232776096977738,0.0320798045530464,0.0403499604752577,0.0794041239721775,-0.031304351053581
2012,"DIV",19,"2013-01-12","BAL",38,"DEN",35,"Home",1,"BAL","DEN",0.0484911433118283,0.0719473279513659,-0.0425109040707354,0.0100807148981778,0.0558966151919502,-0.0912522358197154,0.0920979994825848,0.271729602683246,-0.107772167526302,-0.053672037632809,-0.0717464883588156,-0.128521746090535
2012,"DIV",19,"2013-01-12","GB",31,"SF",45,"Home",0,"SF","GB",0.0708482659702902,0.220263107335215,-0.111222396692124,-0.00388855263541171,0.0352258729083873,-0.0523314458002201,0.0585679648447996,0.169827735277612,0.0290131674663616,-0.0480674362978089,-0.0277028718187125,-0.153607172531322
2012,"DIV",19,"2013-01-13","SEA",28,"ATL",30,"Home",0,"ATL","SEA",0.0928531700936961,0.213033480082902,-0.0047552460779154,-0.0508434578120491,-0.0434110146735411,-0.0738047378162066,0.0654189467078445,0.231860883952863,-0.194512840639008,-0.0368099304837387,-0.0149126541639721,-0.0783317667879875
2012,"DIV",19,"2013-01-13","HOU",28,"NE",41,"Home",0,"NE","HOU",0.0331597869974251,0.163466814571292,-0.0457606443149239,-0.0360979778255023,-0.0420780454879801,-0.148759920608773,0.147009219991361,0.280423347284222,0.0307669484012618,-0.00982345492091393,0.0898016486204943,-0.18842927946606
2012,"CON",20,"2013-01-20","SF",28,"ATL",24,"Home",0,"SF","ATL",0.0585679648447996,0.169827735277612,0.0290131674663616,-0.0480674362978089,-0.0277028718187125,-0.153607172531322,0.0654189467078445,0.231860883952863,-0.194512840639008,-0.0368099304837387,-0.0149126541639721,-0.0783317667879875
2012,"CON",20,"2013-01-20","BAL",28,"NE",13,"Home",0,"BAL","NE",0.0484911433118283,0.0719473279513659,-0.0425109040707354,0.0100807148981778,0.0558966151919502,-0.0912522358197154,0.147009219991361,0.280423347284222,0.0307669484012618,-0.00982345492091393,0.0898016486204943,-0.18842927946606
2012,"SB",21,"2013-02-03","BAL",34,"SF",31,"Neutral",0,"BAL","SF",0.0484911433118283,0.0719473279513659,-0.0425109040707354,0.0100807148981778,0.0558966151919502,-0.0912522358197154,0.0585679648447996,0.169827735277612,0.0290131674663616,-0.0480674362978089,-0.0277028718187125,-0.153607172531322
2013,"WC",18,"2014-01-04","KC",44,"IND",45,"Home",0,"IND","KC",0.0420271814364285,0.0732608055022013,-0.0652112368467974,-0.0560333760088526,-0.0162350743576188,-0.111792316398856,0.0447767501971189,0.10992028985911,-0.071368034774765,-0.00142947118232347,0.0858273306229383,-0.0914288050881388
2013,"WC",18,"2014-01-04","NO",26,"PHI",24,"Home",0,"NO","PHI",0.0728813145030551,0.208792130980635,-0.0796190682144816,-0.015988927784857,-0.0349083080282961,-0.028936089331151,0.0676490908732392,0.17797118970452,-0.0110242811920198,0.020436173303155,0.106117702836147,-0.187159343276136
2013,"WC",18,"2014-01-05","SD",27,"CIN",10,"Home",0,"SD","CIN",NA,NA,NA,NA,NA,NA,0.0225294280219124,0.107549505585259,-0.0873700553609644,-0.0748193680716478,-0.0820176338522325,-0.13210559293632
2013,"WC",18,"2014-01-05","SF",23,"GB",20,"Home",0,"SF","GB",0.0365892307709471,0.15574810470635,-0.110323917428581,-0.0760124973843894,-0.0391631553683605,-0.144825475471501,0.0566069113984778,0.10931331826456,0.00327713083337002,0.0642008292629554,0.11168146271205,0.0188455763185508
2013,"DIV",19,"2014-01-11","NO",15,"SEA",23,"Home",0,"SEA","NO",0.0728813145030551,0.208792130980635,-0.0796190682144816,-0.015988927784857,-0.0349083080282961,-0.028936089331151,0.0351300360869608,0.188351487219807,-0.100877828441866,-0.118913804837847,-0.16494520792744,-0.128023763298116
2013,"DIV",19,"2014-01-11","IND",22,"NE",43,"Home",0,"NE","IND",0.0447767501971189,0.10992028985911,-0.071368034774765,-0.00142947118232347,0.0858273306229383,-0.0914288050881388,0.0715771303422955,0.155459436549394,-0.0795333528093261,-0.00560397748413747,0.0426300549188362,-0.0649443382922797
2013,"DIV",19,"2014-01-12","SF",23,"CAR",10,"Home",0,"SF","CAR",0.0365892307709471,0.15574810470635,-0.110323917428581,-0.0760124973843894,-0.0391631553683605,-0.144825475471501,0.0475784066413,0.130027828630714,-0.0556463128751379,-0.055475588302528,-0.0594051895548362,-0.163614277030893
2013,"DIV",19,"2014-01-12","SD",17,"DEN",24,"Home",0,"DEN","SD",NA,NA,NA,NA,NA,NA,0.168864046876621,0.344097429731749,-0.0296381988231175,0.0218459271021094,0.0858077003907804,-0.178423436216291
2013,"CON",20,"2014-01-19","NE",16,"DEN",26,"Home",0,"DEN","NE",0.0715771303422955,0.155459436549394,-0.0795333528093261,-0.00560397748413747,0.0426300549188362,-0.0649443382922797,0.168864046876621,0.344097429731749,-0.0296381988231175,0.0218459271021094,0.0858077003907804,-0.178423436216291
2013,"CON",20,"2014-01-19","SF",17,"SEA",23,"Home",0,"SEA","SF",0.0365892307709471,0.15574810470635,-0.110323917428581,-0.0760124973843894,-0.0391631553683605,-0.144825475471501,0.0351300360869608,0.188351487219807,-0.100877828441866,-0.118913804837847,-0.16494520792744,-0.128023763298116
2013,"SB",21,"2014-02-02","SEA",43,"DEN",8,"Neutral",0,"SEA","DEN",0.0351300360869608,0.188351487219807,-0.100877828441866,-0.118913804837847,-0.16494520792744,-0.128023763298116,0.168864046876621,0.344097429731749,-0.0296381988231175,0.0218459271021094,0.0858077003907804,-0.178423436216291
2014,"WC",18,"2015-01-03","ARI",16,"CAR",27,"Home",0,"CAR","ARI",-0.0618443625147362,0.0562735415862142,-0.165937028958589,-0.0763933833439232,-0.00470693483457319,-0.135796583524679,-0.0310005939395151,0.0591117610255782,-0.104463810524475,-0.0119856319707568,0.0507533588022362,-0.0761540714415548
2014,"WC",18,"2015-01-03","BAL",30,"PIT",17,"Home",0,"BAL","PIT",0.0546635794501605,0.146861605257283,-0.0479801553621403,-0.0364339922415856,0.0663259051631654,-0.218462113555518,0.0784922249649986,0.243399119441707,-0.0838702578066502,0.0284357815530588,0.115326394820657,-0.106651020763335
2014,"WC",18,"2015-01-04","CIN",10,"IND",26,"Home",0,"IND","CIN",-0.0153859382227884,-0.0153348157700558,-0.0205121480331142,-0.0298646363762695,0.0168699150852679,-0.0556452750806025,0.0301013416856227,0.144678379353531,-0.22294265275625,-0.0444891048773373,0.016418474757946,-0.122540155733476
2014,"WC",18,"2015-01-04","DET",20,"DAL",24,"Home",0,"DAL","DET",-0.0587785732853126,0.0740252248273472,-0.161030624603345,-0.0879042819359787,0.00176612232425275,-0.306888386435838,0.0843403618708595,0.285899529219638,-0.0676654040234404,-0.0158644564636284,0.0565276260766917,-0.089478641779766
2014,"DIV",19,"2015-01-10","BAL",31,"NE",35,"Home",0,"NE","BAL",0.0546635794501605,0.146861605257283,-0.0479801553621403,-0.0364339922415856,0.0663259051631654,-0.218462113555518,0.0672709301971512,0.171373299254692,-0.0459907930074626,-0.0541944185852983,0.0262595960236447,-0.111799775954504
2014,"DIV",19,"2015-01-10","CAR",17,"SEA",31,"Home",0,"SEA","CAR",-0.0310005939395151,0.0591117610255782,-0.104463810524475,-0.0119856319707568,0.0507533588022362,-0.0761540714415548,0.0298512729767507,0.138863246851618,0.0295028806497014,-0.0933342441367984,-0.0363957536332786,-0.231415823630569
2014,"DIV",19,"2015-01-11","DAL",21,"GB",26,"Home",0,"GB","DAL",0.0843403618708595,0.285899529219638,-0.0676654040234404,-0.0158644564636284,0.0565276260766917,-0.089478641779766,0.0933455760451374,0.315502060999513,-0.133044815054081,-0.0230562289656895,0.0062549012372418,-0.11340049195148
2014,"DIV",19,"2015-01-11","IND",24,"DEN",13,"Home",0,"IND","DEN",0.0301013416856227,0.144678379353531,-0.22294265275625,-0.0444891048773373,0.016418474757946,-0.122540155733476,0.0524824070255094,0.19008299118353,-0.0750644133493334,-0.0473742357491873,0.00484910098964866,-0.199984841037609
2014,"CON",20,"2015-01-18","GB",22,"SEA",28,"Home",1,"SEA","GB",0.0933455760451374,0.315502060999513,-0.133044815054081,-0.0230562289656895,0.0062549012372418,-0.11340049195148,0.0298512729767507,0.138863246851618,0.0295028806497014,-0.0933342441367984,-0.0363957536332786,-0.231415823630569
2014,"CON",20,"2015-01-18","IND",7,"NE",45,"Home",0,"NE","IND",0.0301013416856227,0.144678379353531,-0.22294265275625,-0.0444891048773373,0.016418474757946,-0.122540155733476,0.0672709301971512,0.171373299254692,-0.0459907930074626,-0.0541944185852983,0.0262595960236447,-0.111799775954504
2014,"SB",21,"2015-02-01","NE",28,"SEA",24,"Neutral",0,"NE","SEA",0.0672709301971512,0.171373299254692,-0.0459907930074626,-0.0541944185852983,0.0262595960236447,-0.111799775954504,0.0298512729767507,0.138863246851618,0.0295028806497014,-0.0933342441367984,-0.0363957536332786,-0.231415823630569
2015,"WC",18,"2016-01-09","KC",30,"HOU",0,"Home",0,"KC","HOU",0.0343221804772643,0.0669016588390381,-0.0234167404153032,-0.0698891184722568,-0.0655475447628023,-0.163832276494026,-0.0615179738957667,0.0218253435982402,-0.169790745937289,-0.0911658770040474,-0.0910436966014827,-0.125906347963383
2015,"WC",18,"2016-01-09","PIT",18,"CIN",16,"Home",0,"PIT","CIN",0.0363766826933395,0.142615476385545,-0.0340106900671198,-0.0475473595817829,0.0297124715385079,-0.1934363829548,0.0491059689575423,0.229042361279186,-0.141065950730322,-0.0682156301056459,-0.0383041481933636,-0.113373553138344
2015,"WC",18,"2016-01-10","SEA",10,"MIN",9,"Home",0,"SEA","MIN",0.0664297879507205,0.249320824580005,-0.103600598288636,-0.0591906232643086,-0.042120355907092,-0.148027060689087,0.0274307198218418,0.0498427434408582,-0.01042943728489,-0.0291760729510621,0.0301573969670755,-0.144220496399243
2015,"WC",18,"2016-01-10","GB",35,"WAS",18,"Home",0,"GB","WAS",0.00570214930161772,0.0786681655115637,-0.136019484736587,-0.0360614423296105,-0.029131018378531,-0.072146468162351,0.0123147602500038,0.167275300033244,-0.190809035983823,0.0031897917464535,0.0845529469974803,-0.131863324928156
2015,"DIV",19,"2016-01-16","KC",20,"NE",27,"Home",0,"NE","KC",0.0343221804772643,0.0669016588390381,-0.0234167404153032,-0.0698891184722568,-0.0655475447628023,-0.163832276494026,0.0713615266017872,0.173929227280053,-0.0751064301486744,-0.0515419219901377,0.025650250216814,-0.182311323375948
2015,"DIV",19,"2016-01-16","GB",20,"ARI",26,"Home",1,"ARI","GB",0.00570214930161772,0.0786681655115637,-0.136019484736587,-0.0360614423296105,-0.029131018378531,-0.072146468162351,0.0752636215593361,0.260051488440606,-0.058725694101099,-0.0713229878881049,-0.0176708577999854,-0.245258048571933
2015,"DIV",19,"2016-01-17","SEA",24,"CAR",31,"Home",0,"CAR","SEA",0.0664297879507205,0.249320824580005,-0.103600598288636,-0.0591906232643086,-0.042120355907092,-0.148027060689087,0.0584783146990139,0.152836881902447,-0.0216492859331197,-0.0981032066501503,-0.0979850665033528,-0.169370504144946
2015,"DIV",19,"2016-01-17","PIT",16,"DEN",23,"Home",0,"DEN","PIT",0.0363766826933395,0.142615476385545,-0.0340106900671198,-0.0475473595817829,0.0297124715385079,-0.1934363829548,-0.0564545060098407,-0.0412863444525402,-0.119978080744948,-0.0997054079178766,-0.103642587260763,-0.186942592672741
2015,"CON",20,"2016-01-24","NE",18,"DEN",20,"Home",0,"DEN","NE",0.0713615266017872,0.173929227280053,-0.0751064301486744,-0.0515419219901377,0.025650250216814,-0.182311323375948,-0.0564545060098407,-0.0412863444525402,-0.119978080744948,-0.0997054079178766,-0.103642587260763,-0.186942592672741
2015,"CON",20,"2016-01-24","ARI",15,"CAR",49,"Home",0,"CAR","ARI",0.0752636215593361,0.260051488440606,-0.058725694101099,-0.0713229878881049,-0.0176708577999854,-0.245258048571933,0.0584783146990139,0.152836881902447,-0.0216492859331197,-0.0981032066501503,-0.0979850665033528,-0.169370504144946
2015,"SB",21,"2016-02-07","CAR",10,"DEN",24,"Neutral",0,"DEN","CAR",0.0584783146990139,0.152836881902447,-0.0216492859331197,-0.0981032066501503,-0.0979850665033528,-0.169370504144946,-0.0564545060098407,-0.0412863444525402,-0.119978080744948,-0.0997054079178766,-0.103642587260763,-0.186942592672741
2016,"WC",18,"2017-01-07","OAK",14,"HOU",27,"Home",0,"HOU","OAK",NA,NA,NA,NA,NA,NA,-0.104192988951128,-0.0291163370907444,-0.154388959425961,-0.0669959970231406,0.0226779896110973,-0.170892783296924
2016,"WC",18,"2017-01-07","DET",6,"SEA",26,"Home",0,"SEA","DET",0.0324112401941621,0.166129139769421,-0.186801086170686,0.0479230801556855,0.22380897574549,-0.0929806086056225,-0.00794796591071652,0.102030735507877,-0.126174467176946,-0.0680448012031986,0.0588116718016095,-0.207026474487293
2016,"WC",18,"2017-01-08","MIA",12,"PIT",30,"Home",0,"PIT","MIA",-0.0336936798705634,0.062036143963994,-0.0923949756700372,-0.0092398766844065,0.0585911837972205,-0.0491266327193687,0.0502698576778893,0.157983952423373,-0.0430901419310143,-0.00771656449086842,0.0559813763980972,-0.0672186392408078
2016,"WC",18,"2017-01-08","NYG",13,"GB",38,"Home",0,"GB","NYG",-0.0673356445998531,-0.0345217664640375,-0.143651594509079,-0.0747874632835757,-0.0273521600289328,-0.192727403564586,0.0788076891761249,0.242849706486961,-0.137089507752083,0.0442601768746195,0.135054447963304,-0.0879682396148495
2016,"DIV",19,"2017-01-14","SEA",20,"ATL",36,"Home",0,"ATL","SEA",-0.00794796591071652,0.102030735507877,-0.126174467176946,-0.0680448012031986,0.0588116718016095,-0.207026474487293,0.144835782349118,0.315090083201253,0.000923007331447907,0.0159185563369686,0.0923034239244526,-0.0425557154394869
2016,"DIV",19,"2017-01-14","HOU",16,"NE",34,"Home",0,"NE","HOU",-0.104192988951128,-0.0291163370907444,-0.154388959425961,-0.0669959970231406,0.0226779896110973,-0.170892783296924,0.0968601430260086,0.274884531139393,-0.0767333028592294,-0.0681150220645242,-0.00101696800175399,-0.127474025365407
