"season","game_type","winner","loser","winner_offensive_epa","winner_defensive_epa","loser_offensive_epa","loser_defensive_epa"
2005,"CON","SEA","CAR",0.116129840808039,-0.0234201474153184,0.040969711618853,-0.071053900939847
2005,"SB","PIT","SEA",0.0548190820767872,-0.0501323301481992,0.116129840808039,-0.0234201474153184
2006,"WC","IND","KC",0.11476315914917,0.0635620847277935,0.00528943990175711,-0.00775352188189303
2006,"WC","SEA","DAL",-0.0527759587088665,-0.0472825832941586,0.0564006632858683,-0.00694566598229332
2006,"WC","NE","NYJ",0.0371380799011578,-0.0849839108698926,0.0100220407667783,-0.00818209310559241
2006,"WC","PHI","NYG",0.0168802024480236,-0.0381053139861702,-0.026152611308395,-0.022505597282193
2006,"DIV","IND","BAL",0.11476315914917,0.0635620847277935,-0.019385997588087,-0.152529073912736
2006,"DIV","NO","PHI",0.0480892928140082,-0.0280819695954076,0.0168802024480236,-0.0381053139861702
2006,"DIV","CHI","SEA",-0.0235888726935309,-0.160128508666998,-0.0527759587088665,-0.0472825832941586
2006,"DIV","NE","SD",0.0371380799011578,-0.0849839108698926,NA,NA
2006,"CON","CHI","NO",-0.0235888726935309,-0.160128508666998,0.0480892928140082,-0.0280819695954076
2006,"CON","IND","NE",0.11476315914917,0.0635620847277935,0.0371380799011578,-0.0849839108698926
2006,"SB","IND","CHI",0.11476315914917,0.0635620847277935,-0.0235888726935309,-0.160128508666998
2007,"WC","SEA","WAS",0.00213665661103102,-0.082996229546531,-0.0251739230106401,-0.0450716546660593
2007,"WC","JAX","PIT",0.0826524494647254,-0.0150227568743658,0.0659205239954766,-0.045987581177566
2007,"WC","NYG","TB",-0.0124956929864908,-0.0311958287306345,-0.0153743456290972,-0.0761793363386369
2007,"WC","SD","TEN",NA,NA,-0.041688927731525,-0.0502521327755579
2007,"DIV","GB","SEA",0.0804355114594012,-0.0421084461781158,0.00213665661103102,-0.082996229546531
2007,"DIV","NE","JAX",0.213978785416016,-0.0436476536470263,0.0826524494647254,-0.0150227568743658
2007,"DIV","SD","IND",NA,NA,0.104281505962248,-0.0550367250601953
2007,"DIV","NYG","DAL",-0.0124956929864908,-0.0311958287306345,0.094741193482909,-0.0131837921798857
2007,"CON","NE","SD",0.213978785416016,-0.0436476536470263,NA,NA
2007,"CON","NYG","GB",-0.0124956929864908,-0.0311958287306345,0.0804355114594012,-0.0421084461781158
2007,"SB","NYG","NE",-0.0124956929864908,-0.0311958287306345,0.213978785416016,-0.0436476536470263
2008,"WC","ARI","ATL",0.0315736237166772,0.0253831638939825,0.0667827172590177,0.0108820221999891
2008,"WC","SD","IND",NA,NA,0.0836911960887269,0.0184295497592508
2008,"WC","BAL","MIA",-0.0222758788421535,-0.156700647308642,0.0577868569582738,0.038856034408242
2008,"WC","PHI","MIN",0.000202415287276483,-0.100481608020399,-0.0489084783494541,-0.0880406756161386
2008,"DIV","BAL","TEN",-0.0222758788421535,-0.156700647308642,0.00348087647509948,-0.108474232865385
2008,"DIV","ARI","CAR",0.0315736237166772,0.0253831638939825,0.0475010332784005,-0.0256384542074135
2008,"DIV","PHI","NYG",0.000202415287276483,-0.100481608020399,0.0883328517323802,-0.0225791009904029
2008,"DIV","PIT","SD",-0.0258919870969887,-0.13493059110861,NA,NA
2008,"CON","ARI","PHI",0.0315736237166772,0.0253831638939825,0.000202415287276483,-0.100481608020399
2008,"CON","PIT","BAL",-0.0258919870969887,-0.13493059110861,-0.0222758788421535,-0.156700647308642
2008,"SB","PIT","ARI",-0.0258919870969887,-0.13493059110861,0.0315736237166772,0.0253831638939825
2009,"WC","NYJ","CIN",-0.0488939524287395,-0.146965205726107,-0.0364274374418256,-0.0513998027582698
2009,"WC","DAL","PHI",0.0510167230940361,-0.0413919776335112,0.0236251920703297,-0.0492033527837891
2009,"WC","BAL","NE",0.0441685922059646,-0.061723551065134,0.07562961116394,-0.0383361993763274
2009,"WC","ARI","GB",-0.00843756844161668,-0.0483657989050414,0.0636541616624742,-0.0813306479746979
2009,"DIV","NO","ARI",0.0960779991638603,-0.0390727467259651,-0.00843756844161668,-0.0483657989050414
2009,"DIV","IND","BAL",0.080663797259217,-0.0107141031947521,0.0441685922059646,-0.061723551065134
2009,"DIV","MIN","DAL",0.0706716054749886,-0.0598463838037099,0.0510167230940361,-0.0413919776335112
2009,"DIV","NYJ","SD",-0.0488939524287395,-0.146965205726107,NA,NA
2009,"CON","IND","NYJ",0.080663797259217,-0.0107141031947521,-0.0488939524287395,-0.146965205726107
2009,"CON","NO","MIN",0.0960779991638603,-0.0390727467259651,0.0706716054749886,-0.0598463838037099
2009,"SB","NO","IND",0.0960779991638603,-0.0390727467259651,0.080663797259217,-0.0107141031947521
2010,"WC","SEA","NO",-0.0645443635542845,0.0126982063796963,0.038319357899408,-0.0221605342684838
2010,"WC","NYJ","IND",0.0040401902503236,-0.0499132997325031,0.0754096157141678,0.0446209804537285
2010,"WC","BAL","KC",0.0320849210837444,-0.03864972012864,0.0175347289461209,-0.015332418862647
2010,"WC","GB","PHI",0.0591090997888292,-0.0657313816203987,0.0689064983740278,0.014114425991827
2010,"DIV","PIT","BAL",0.0343876644417533,-0.0872858311309526,0.0320849210837444,-0.03864972012864
2010,"DIV","GB","ATL",0.0591090997888292,-0.0657313816203987,0.0575828173273739,-0.043478135357776
2010,"DIV","CHI","SEA",-0.0739356503609885,-0.10851462793228,-0.0645443635542845,0.0126982063796963
2010,"DIV","NYJ","NE",0.0040401902503236,-0.0499132997325031,0.161080502639495,-0.00798448314268483
2010,"CON","GB","CHI",0.0591090997888292,-0.0657313816203987,-0.0739356503609885,-0.10851462793228
2010,"CON","PIT","NYJ",0.0343876644417533,-0.0872858311309526,0.0040401902503236,-0.0499132997325031
2010,"SB","GB","PIT",0.0591090997888292,-0.0657313816203987,0.0343876644417533,-0.0872858311309526
2011,"WC","HOU","CIN",-0.000175124612338823,-0.0889476480683846,-0.0349054258775497,-0.0537591707419539
2011,"WC","NO","DET",0.153400563071586,-0.015973784132023,0.00935612941601491,-0.0453263017683659
2011,"WC","NYG","ATL",0.0422080792399004,0.0474695359531805,0.0169132018910939,-0.0258456189687728
2011,"WC","DEN","PIT",-0.0696934764992887,-0.00448384548245816,0.0246023715490867,-0.059485561295359
2011,"DIV","SF","NO",0.0105943519082968,-0.12146887433828,0.153400563071586,-0.015973784132023
2011,"DIV","NE","DEN",0.174504603601745,0.0449004938164896,-0.0696934764992887,-0.00448384548245816
2011,"DIV","BAL","HOU",-0.00181628722670199,-0.0918435192409859,-0.000175124612338823,-0.0889476480683846
2011,"DIV","NYG","GB",0.0422080792399004,0.0474695359531805,0.175457658155392,0.0130219704701222
2011,"CON","NE","BAL",0.174504603601745,0.0449004938164896,-0.00181628722670199,-0.0918435192409859
2011,"CON","NYG","SF",0.0422080792399004,0.0474695359531805,0.0105943519082968,-0.12146887433828
2011,"SB","NYG","NE",0.0422080792399004,0.0474695359531805,0.174504603601745,0.0449004938164896
2012,"WC","HOU","CIN",0.0331597869974251,-0.0360979778255023,0.0114189524887839,-0.0449459246602826
2012,"WC","GB","MIN",0.0708482659702902,-0.00388855263541171,0.0266970812178642,-0.00131556219878173
2012,"WC","BAL","IND",0.0484911433118283,0.0100807148981778,0.0196286492281277,0.0475799549310677
2012,"WC","SEA","WAS",0.0928531700936961,-0.0508434578120491,0.083161668775555,0.0403499604752577
2012,"DIV","BAL","DEN",0.0484911433118283,0.0100807148981778,0.0920979994825848,-0.053672037632809
2012,"DIV","SF","GB",0.0585679648447996,-0.0480674362978089,0.0708482659702902,-0.00388855263541171
2012,"DIV","ATL","SEA",0.0654189467078445,-0.0368099304837387,0.0928531700936961,-0.0508434578120491
2012,"DIV","NE","HOU",0.147009219991361,-0.00982345492091393,0.0331597869974251,-0.0360979778255023
2012,"CON","SF","ATL",0.0585679648447996,-0.0480674362978089,0.0654189467078445,-0.0368099304837387
2012,"CON","BAL","NE",0.0484911433118283,0.0100807148981778,0.147009219991361,-0.00982345492091393
2012,"SB","BAL","SF",0.0484911433118283,0.0100807148981778,0.0585679648447996,-0.0480674362978089
2013,"WC","IND","KC",0.0447767501971189,-0.00142947118232347,0.0420271814364285,-0.0560333760088526
2013,"WC","NO","PHI",0.0728813145030551,-0.015988927784857,0.0676490908732392,0.020436173303155
2013,"WC","SD","CIN",NA,NA,0.0225294280219124,-0.0748193680716478
2013,"WC","SF","GB",0.0365892307709471,-0.0760124973843894,0.0566069113984778,0.0642008292629554
2013,"DIV","SEA","NO",0.0351300360869608,-0.118913804837847,0.0728813145030551,-0.015988927784857
2013,"DIV","NE","IND",0.0715771303422955,-0.00560397748413747,0.0447767501971189,-0.00142947118232347
2013,"DIV","SF","CAR",0.0365892307709471,-0.0760124973843894,0.0475784066413,-0.055475588302528
2013,"DIV","DEN","SD",0.168864046876621,0.0218459271021094,NA,NA
2013,"CON","DEN","NE",0.168864046876621,0.0218459271021094,0.0715771303422955,-0.00560397748413747
2013,"CON","SEA","SF",0.0351300360869608,-0.118913804837847,0.0365892307709471,-0.0760124973843894
2013,"SB","SEA","DEN",0.0351300360869608,-0.118913804837847,0.168864046876621,0.0218459271021094
2014,"WC","CAR","ARI",-0.0310005939395151,-0.0119856319707568,-0.0618443625147362,-0.0763933833439232
2014,"WC","BAL","PIT",0.0546635794501605,-0.0364339922415856,0.0784922249649986,0.0284357815530588
2014,"WC","IND","CIN",0.0301013416856227,-0.0444891048773373,-0.0153859382227884,-0.0298646363762695
2014,"WC","DAL","DET",0.0843403618708595,-0.0158644564636284,-0.0587785732853126,-0.0879042819359787
2014,"DIV","NE","BAL",0.0672709301971512,-0.0541944185852983,0.0546635794501605,-0.0364339922415856
2014,"DIV","SEA","CAR",0.0298512729767507,-0.0933342441367984,-0.0310005939395151,-0.0119856319707568
2014,"DIV","GB","DAL",0.0933455760451374,-0.0230562289656895,0.0843403618708595,-0.0158644564636284
2014,"DIV","IND","DEN",0.0301013416856227,-0.0444891048773373,0.0524824070255094,-0.0473742357491873
2014,"CON","SEA","GB",0.0298512729767507,-0.0933342441367984,0.0933455760451374,-0.0230562289656895
2014,"CON","NE","IND",0.0672709301971512,-0.0541944185852983,0.0301013416856227,-0.0444891048773373
2014,"SB","NE","SEA",0.0672709301971512,-0.0541944185852983,0.0298512729767507,-0.0933342441367984
2015,"WC","KC","HOU",0.0343221804772643,-0.0698891184722568,-0.0615179738957667,-0.0911658770040474
2015,"WC","PIT","CIN",0.0363766826933395,-0.0475473595817829,0.0491059689575423,-0.0682156301056459
2015,"WC","SEA","MIN",0.0664297879507205,-0.0591906232643086,0.0274307198218418,-0.0291760729510621
2015,"WC","GB","WAS",0.00570214930161772,-0.0360614423296105,0.0123147602500038,0.0031897917464535
2015,"DIV","NE","KC",0.0713615266017872,-0.0515419219901377,0.0343221804772643,-0.0698891184722568
2015,"DIV","ARI","GB",0.0752636215593361,-0.0713229878881049,0.00570214930161772,-0.0360614423296105
2015,"DIV","CAR","SEA",0.0584783146990139,-0.0981032066501503,0.0664297879507205,-0.0591906232643086
2015,"DIV","DEN","PIT",-0.0564545060098407,-0.0997054079178766,0.0363766826933395,-0.0475473595817829
2015,"CON","DEN","NE",-0.0564545060098407,-0.0997054079178766,0.0713615266017872,-0.0515419219901377
2015,"CON","CAR","ARI",0.0584783146990139,-0.0981032066501503,0.0752636215593361,-0.0713229878881049
2015,"SB","DEN","CAR",-0.0564545060098407,-0.0997054079178766,0.0584783146990139,-0.0981032066501503
2016,"WC","HOU","OAK",-0.104192988951128,-0.0669959970231406,NA,NA
2016,"WC","SEA","DET",-0.00794796591071652,-0.0680448012031986,0.0324112401941621,0.0479230801556855
2016,"WC","PIT","MIA",0.0502698576778893,-0.00771656449086842,-0.0336936798705634,-0.0092398766844065
2016,"WC","GB","NYG",0.0788076891761249,0.0442601768746195,-0.0673356445998531,-0.0747874632835757
2016,"DIV","ATL","SEA",0.144835782349118,0.0159185563369686,-0.00794796591071652,-0.0680448012031986
2016,"DIV","NE","HOU",0.0968601430260086,-0.0681150220645242,-0.104192988951128,-0.0669959970231406
2016,"DIV","GB","DAL",0.0788076891761249,0.0442601768746195,0.0797810502151371,-0.0243281575931313
2016,"DIV","PIT","KC",0.0502698576778893,-0.00771656449086842,0.00931836356428958,-0.0551900097390214
2016,"CON","ATL","GB",0.144835782349118,0.0159185563369686,0.0788076891761249,0.0442601768746195
2016,"CON","NE","PIT",0.0968601430260086,-0.0681150220645242,0.0502698576778893,-0.00771656449086842
2016,"SB","NE","ATL",0.0968601430260086,-0.0681150220645242,0.144835782349118,0.0159185563369686
2017,"WC","TEN","KC",-0.0498562998231315,-0.0239296684123165,0.0642246019334921,-0.011228554278001
2017,"WC","ATL","LA",0.0252265659394357,-0.0126739995763374,0.052578996305666,-0.0827990671638547
2017,"WC","JAX","BUF",-0.015295510810316,-0.149081373157786,-0.0612492578830657,-0.0107838223063569
2017,"WC","NO","CAR",0.0677882946898963,-0.0379578743879039,-0.0217254689201547,-0.0549602284587091
2017,"DIV","PHI","ATL",0.0375319289189391,-0.104423219784785,0.0252265659394357,-0.0126739995763374
2017,"DIV","NE","TEN",0.120579936577209,-0.00900203558971212,-0.0498562998231315,-0.0239296684123165
2017,"DIV","JAX","PIT",-0.015295510810316,-0.149081373157786,0.0430353398470749,-0.0394851684804318
2017,"DIV","MIN","NO",-0.00580862170013441,-0.122891702251745,0.0677882946898963,-0.0379578743879039
2017,"CON","NE","JAX",0.120579936577209,-0.00900203558971212,-0.015295510810316,-0.149081373157786
2017,"CON","PHI","MIN",0.0375319289189391,-0.104423219784785,-0.00580862170013441,-0.122891702251745
2017,"SB","PHI","NE",0.0375319289189391,-0.104423219784785,0.120579936577209,-0.00900203558971212
2018,"WC","IND","HOU",0.0353639433928764,-0.037287655845884,0.00875237601544276,-0.0678925811149245
2018,"WC","DAL","SEA",-0.0232088681866813,-0.0360688139832861,0.0550548703935118,-0.010434672569898
2018,"WC","LAC","BAL",0.0573497357702048,-0.0292916406171143,0.0106364982792492,-0.0806037081026329
2018,"WC","PHI","CHI",0.0212995892299313,0.0103639190615525,-0.00520804635218175,-0.128392619478433
2018,"DIV","KC","IND",0.184712165240365,0.0441323433740679,0.0353639433928764,-0.037287655845884
2018,"DIV","LA","DAL",0.105849918509691,-0.0179992306617119,-0.0232088681866813,-0.0360688139832861
2018,"DIV","NE","LAC",0.0471022360630919,-0.0469722572831343,0.0573497357702048,-0.0292916406171143
2018,"DIV","NO","PHI",0.115840850379388,-0.021605619163557,0.0212995892299313,0.0103639190615525
2018,"CON","LA","NO",0.105849918509691,-0.0179992306617119,0.115840850379388,-0.021605619163557
2018,"CON","NE","KC",0.0471022360630919,-0.0469722572831343,0.184712165240365,0.0441323433740679
2018,"SB","NE","LA",0.0471022360630919,-0.0469722572831343,0.105849918509691,-0.0179992306617119
2019,"WC","HOU","BUF",0.0266438747146342,0.030161717193829,-0.0397328991044184,-0.0955905569430562
2019,"WC","TEN","NE",0.0206195612554214,-0.037808667839174,-0.0127742667777113,-0.188355093824225
2019,"WC","MIN","NO",0.0198333647446543,-0.071167784322004,0.0492252659059979,-0.054271659212408
2019,"WC","SEA","PHI",-0.00369654570641541,-0.00908190864816701,-0.00261281639387462,-0.0290761053468486
2019,"DIV","SF","MIN",0.0343587870427169,-0.118358604541897,0.0198333647446543,-0.071167784322004
2019,"DIV","TEN","BAL",0.0206195612554214,-0.037808667839174,0.14635857326945,-0.0697849064730201
2019,"DIV","KC","HOU",0.0958330925972584,-0.0340972316944331,0.0266438747146342,0.030161717193829
2019,"DIV","GB","SEA",0.0211933647731085,-0.0346217671211004,-0.00369654570641541,-0.00908190864816701
2019,"CON","KC","TEN",0.0958330925972584,-0.0340972316944331,0.0206195612554214,-0.037808667839174
2019,"CON","SF","GB",0.0343587870427169,-0.118358604541897,0.0211933647731085,-0.0346217671211004
2019,"SB","KC","SF",0.0958330925972584,-0.0340972316944331,0.0343587870427169,-0.118358604541897
2020,"WC","BUF","IND",0.126667994445691,0.0160667890200347,0.0498353865434959,-0.0378581982976426
2020,"WC","LA","SEA",-0.0463340415325915,-0.128609794558106,0.0877871324846981,0.0130645733668886
2020,"WC","TB","WAS",0.0822455477616055,-0.0390190807730314,-0.0481176171050208,-0.0485314764030629
2020,"WC","BAL","TEN",0.0952879282058696,-0.0588593648058993,0.130088529389116,0.0891366977312767
2020,"WC","NO","CHI",0.0627730667301473,-0.0578577711366256,-0.0163609711964656,-0.0131270237304362
2020,"WC","CLE","PIT",0.0500578005989296,0.0635381158312154,0.00885937196037947,-0.0844687846908242
2020,"DIV","GB","LA",0.152139379949472,0.0227709934438377,-0.0463340415325915,-0.128609794558106
2020,"DIV","BUF","BAL",0.126667994445691,0.0160667890200347,0.0952879282058696,-0.0588593648058993
2020,"DIV","KC","CLE",0.138430975559048,0.044518093702306,0.0500578005989296,0.0635381158312154
2020,"DIV","TB","NO",0.0822455477616055,-0.0390190807730314,0.0627730667301473,-0.0578577711366256
2020,"CON","TB","GB",0.0822455477616055,-0.0390190807730314,0.152139379949472,0.0227709934438377
2020,"CON","KC","BUF",0.138430975559048,0.044518093702306,0.126667994445691,0.0160667890200347
2020,"SB","TB","KC",0.0822455477616055,-0.0390190807730314,0.138430975559048,0.044518093702306
2021,"WC","CIN","LV",0.0313648519740916,-0.035779896079074,-0.0121103312808896,0.0405060361914414
2021,"WC","BUF","NE",0.0524875105512646,-0.112457662753797,0.0438440072933024,-0.0900588770541214
2021,"WC","TB","PHI",0.0748843506466723,-0.0551166990946733,0.0396064361076634,-0.0107823887404003
2021,"WC","SF","DAL",0.0468911314431505,-0.0077879267626152,0.0499493945936051,-0.0871572723620607
2021,"WC","KC","PIT",0.112198121958139,0.0145530746669753,-0.0591868970813294,-0.0229002423987928
2021,"WC","LA","ARI",0.0512354383934368,-0.028632918184528,0.0286368743532227,-0.0500856437170813
2021,"DIV","CIN","TEN",0.0313648519740916,-0.035779896079074,0.00165926441657639,-0.0454448478749382
2021,"DIV","SF","GB",0.0468911314431505,-0.0077879267626152,0.0889423327104799,0.0141609357498209
2021,"DIV","LA","TB",0.0512354383934368,-0.028632918184528,0.0748843506466723,-0.0551166990946733
2021,"DIV","KC","BUF",0.112198121958139,0.0145530746669753,0.0524875105512646,-0.112457662753797
2021,"CON","CIN","KC",0.0313648519740916,-0.035779896079074,0.112198121958139,0.0145530746669753
2021,"CON","LA","SF",0.0512354383934368,-0.028632918184528,0.0468911314431505,-0.0077879267626152
2021,"SB","LA","CIN",0.0512354383934368,-0.028632918184528,0.0313648519740916,-0.035779896079074
2022,"WC","SF","SEA",0.0393656325950138,-0.113561499403288,0.0158125070863921,0.00531449667117763
2022,"WC","JAX","LAC",0.0291827750237401,-0.0212996548260424,-0.0183876751398727,-0.0180147766934744
2022,"WC","BUF","MIA",0.0896674951710507,-0.0586765078654973,0.0193373152903517,0.0115786224856364
2022,"WC","NYG","MIN",0.0237927886728103,0.0376671713221082,-0.0154936653840264,0.00193459926650215
2022,"WC","CIN","BAL",0.0407102725607244,-0.0469358039850382,0.011256513182978,-0.0302902288387598
2022,"WC","DAL","TB",0.0167266776435876,-0.0845156714356097,-0.0556743491846955,-0.018629131410949
2022,"DIV","KC","JAX",0.122040339328041,0.0092629787989177,0.0291827750237401,-0.0212996548260424
2022,"DIV","PHI","NYG",0.0564433230101795,-0.0513747377830895,0.0237927886728103,0.0376671713221082
2022,"DIV","CIN","BUF",0.0407102725607244,-0.0469358039850382,0.0896674951710507,-0.0586765078654973
2022,"DIV","SF","DAL",0.0393656325950138,-0.113561499403288,0.0167266776435876,-0.0845156714356097
2022,"CON","PHI","SF",0.0564433230101795,-0.0513747377830895,0.0393656325950138,-0.113561499403288
2022,"CON","KC","CIN",0.122040339328041,0.0092629787989177,0.0407102725607244,-0.0469358039850382
2022,"SB","KC","PHI",0.122040339328041,0.0092629787989177,0.0564433230101795,-0.0513747377830895
2023,"WC","HOU","CLE",-0.0192956036204654,-0.0369948940128302,-0.0980886374460205,-0.140292700646041
2023,"WC","KC","MIA",-0.00301859786766999,-0.0702632533098184,0.0708677036947708,-0.0203809725733183
2023,"WC","GB","DAL",0.0294387861083845,-0.00192535100744011,0.0943264702311135,-0.0765217084419615
2023,"WC","DET","LA",0.0183495886432832,-0.0324550625601504,-0.0015956325842226,-0.0242378119677731
2023,"WC","BUF","PIT",0.0618906840820664,-0.0521132431407585,-0.0755854369480335,-0.0565383640071054
2023,"WC","TB","PHI",-0.0191893994556359,-0.0401773150173762,0.0515922888457776,0.0419358265180835
2023,"DIV","BAL","HOU",0.0495885560869168,-0.112824836120297,-0.0192956036204654,-0.0369948940128302
2023,"DIV","SF","GB",0.122081840538663,-0.0455057850236205,0.0294387861083845,-0.00192535100744011
2023,"DIV","DET","TB",0.0183495886432832,-0.0324550625601504,-0.0191893994556359,-0.0401773150173762
2023,"DIV","KC","BUF",-0.00301859786766999,-0.0702632533098184,0.0618906840820664,-0.0521132431407585
2023,"CON","KC","BAL",-0.00301859786766999,-0.0702632533098184,0.0495885560869168,-0.112824836120297
2023,"CON","SF","DET",0.122081840538663,-0.0455057850236205,0.0183495886432832,-0.0324550625601504
2023,"SB","KC","SF",-0.00301859786766999,-0.0702632533098184,0.122081840538663,-0.0455057850236205
2024,"WC","HOU","LAC",-0.0122920445336459,-0.0165096264181322,0.0397161145415807,-0.050973339873653
2024,"WC","BAL","PIT",0.140056262089534,0.00849365672380246,0.00643231187301837,-0.0251322200756648
